_X,_Y,ID,Coordinates
6.20617,25.845,38,"POINT 6206.17285,25345.00467"
6.20617,25.345,39,"POINT 6206.17285,24845.00467"
6.20617,24.845,40,"POINT 6206.17285,24345.00467"
6.20617,24.345,41,"POINT 6206.17285,23845.00467"
6.20617,23.845,42,"POINT 6206.17285,23345.00467"
6.20617,23.345,43,"POINT 6206.17285,22845.00467"
6.20617,22.845,44,"POINT 6206.17285,22345.00467"
6.20617,22.345,45,"POINT 6206.17285,21845.00467"
6.20617,21.845,46,"POINT 6206.17285,21345.00467"
6.20617,21.345,47,"POINT 6206.17285,20845.00467"
6.20617,20.845,48,"POINT 6206.17285,20345.00467"
6.20617,20.345,49,"POINT 6206.17285,19845.00467"
6.20617,19.845,50,"POINT 6206.17285,19345.00467"
6.20617,19.345,51,"POINT 6206.17285,18845.00467"
6.20617,18.845,52,"POINT 6206.17285,18345.00467"
6.20617,18.345,53,"POINT 6206.17285,17845.00467"
6.20617,17.845,54,"POINT 6206.17285,17345.00467"
6.20617,17.345,55,"POINT 6206.17285,16845.00467"
6.20617,16.845,56,"POINT 6206.17285,16345.00467"
6.20617,16.345,57,"POINT 6206.17285,15845.00467"
6.20617,15.845,58,"POINT 6206.17285,15345.00467"
6.20617,15.345,59,"POINT 6206.17285,14845.00467"
6.20617,14.845,60,"POINT 6206.17285,14345.00467"
6.20617,14.345,61,"POINT 6206.17285,13845.00467"
6.20617,13.845,62,"POINT 6206.17285,13345.00467"
6.20617,13.345,63,"POINT 6206.17285,12845.00467"
6.20617,12.845,64,"POINT 6206.17285,12345.00467"
6.20617,12.345,65,"POINT 6206.17285,11840.99491"
6.20617,11.841,66,"POINT 6206.17285,11340.99491"
6.20617,11.341,67,"POINT 6206.17285,10840.99491"
6.20617,10.841,68,"POINT 6206.17285,10527.99998"
6.20617,10.528,69,"POINT 6206.17285,10027.99998"
6.20617,10.028,70,"POINT 6206.17285,9527.99998"
6.20617,9.528,71,"POINT 6206.17285,9008.00002"
6.20617,9.008,72,"POINT 6206.17285,8327.99998"
6.20617,8.328,73,"POINT 6206.17285,7808.00002"
6.20617,7.808,74,"POINT 6206.17285,7092.99998"
6.20617,7.093,75,"POINT 6206.17285,6573.00002"
6.20617,6.573,76,"POINT 6206.17285,5892.99998"
6.20617,5.893,77,"POINT 6206.17285,5373.00002"
6.20617,5.373,78,"POINT 6706.17285,11340.99491"
6.70617,11.341,79,"POINT 7206.17285,11340.99491"
7.20617,11.341,80,"POINT 7706.17285,11340.99491"
7.70617,11.341,81,"POINT 8206.17285,11340.99491"
8.20617,11.341,82,"POINT 8706.17285,11340.99491"
8.70617,11.341,83,"POINT 9206.17285,11340.99491"
9.20617,11.341,84,"POINT 9706.17285,11340.99491"
9.70617,11.341,85,"POINT 10242.15194,11341"
10.2422,11.341,86,"POINT 10742.15194,11341"
10.7422,11.341,87,"POINT 10742.15194,10840.99491"
10.7422,10.841,88,"POINT 10742.15194,10527.99998"
10.7422,10.528,89,"POINT 10742.15194,10027.99998"
10.7422,10.028,90,"POINT 10742.15194,9527.99998"
10.7422,9.516,91,"POINT 10742.15194,9008.00002"
10.7422,8.984,92,"POINT 10742.15194,8327.99998"
10.7422,8.310,93,"POINT 10742.15194,7808.00002"
10.7422,7.790,94,"POINT 10742.15194,7092.99998"
10.7422,7.079,95,"POINT 10742.15194,6573.00002"
10.7422,6.558,96,"POINT 10742.15194,5892.99998"
10.7422,5.874,97,"POINT 10742.15194,5373.00002"
10.7422,5.354,98,"POINT 3390.26657,35320.25252"
5.70617,15.845,280,
5.20617,15.845,281,
4.70617,15.845,283,
4.20617,15.845,284,
4.20617,16.345,285,
4.20617,16.845,286,
4.20617,17.345,287,
4.20617,17.845,288,
4.20617,18.345,289,
4.20617,18.845,290,
4.20617,19.345,291,
4.20617,19.845,292,
